[18:21:01] [main/INFO]: ModLauncher running: args [--username, AberrantNautilus, --version, forge-47.2.20, --gameDir, C:\Users\ArcieL\curseforge\minecraft\Instances\the last temp, --assetsDir, C:\Users\ArcieL\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 4b4172d178c644eba8bf7f8d11bd2ac8, --accessToken, ????????, --clientId, NTAzMjI4MGUtYWEyYy00OTE3LTkwOTMtYzM3ZWRiNDUwNjc4, --xuid, 2535433395142716, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ArcieL\curseforge\minecraft\Install\quickPlay\java\1716340859140.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.20, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:21:01] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[18:21:02] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[18:21:02] [main/INFO]: Trying GL version 4.6
[18:21:03] [main/INFO]: Requested GL version 4.6 got version 4.6
[18:21:03] [main/ERROR]: Could not find DefaultSettings, not going to do anything! Shutting down...
[18:21:03] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/ArcieL/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[18:21:03] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2 GL version 4.6.0 NVIDIA 552.22, NVIDIA Corporation
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:jellyshroom_stem_wall Expected: 7189 Got: 21186
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:jellyshroom_hyphae_wall Expected: 7190 Got: 21187
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_bookshelf Expected: 7191 Got: 21188
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_log Expected: 7192 Got: 21189
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_wood Expected: 7193 Got: 21190
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_crystal_log Expected: 7194 Got: 21191
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_crystal_wood Expected: 7195 Got: 21192
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_crystal_log_wall Expected: 7196 Got: 21193
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_crystal_wood_wall Expected: 7197 Got: 21194
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_planks Expected: 7198 Got: 21195
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_stairs Expected: 7199 Got: 21196
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_slab Expected: 7200 Got: 21197
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_fence Expected: 7201 Got: 21198
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_fence_gate Expected: 7202 Got: 21199
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_door Expected: 7203 Got: 21200
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_trapdoor Expected: 7204 Got: 21201
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_pressure_plate Expected: 7205 Got: 21202
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_button Expected: 7206 Got: 21203
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_sign Expected: 7207 Got: 21204
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_wall_sign Expected: 7208 Got: 21205
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_hanging_sign Expected: 7209 Got: 21206
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_wall_hanging_sign Expected: 7210 Got: 21207
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_log_wall Expected: 7211 Got: 21208
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:crystal_wood_wall Expected: 7212 Got: 21209
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_bookshelf Expected: 7213 Got: 21210
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_log Expected: 7214 Got: 21211
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_wood Expected: 7215 Got: 21212
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_glacia_log Expected: 7216 Got: 21213
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_glacia_wood Expected: 7217 Got: 21214
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_glacia_log_wall Expected: 7218 Got: 21215
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:stripped_glacia_wood_wall Expected: 7219 Got: 21216
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_planks Expected: 7220 Got: 21217
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_stairs Expected: 7221 Got: 21218
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_slab Expected: 7222 Got: 21219
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_fence Expected: 7223 Got: 21220
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_fence_gate Expected: 7224 Got: 21221
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_door Expected: 7225 Got: 21222
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_trapdoor Expected: 7226 Got: 21223
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_pressure_plate Expected: 7227 Got: 21224
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_button Expected: 7228 Got: 21225
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_sign Expected: 7229 Got: 21226
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_wall_sign Expected: 7230 Got: 21227
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_hanging_sign Expected: 7231 Got: 21228
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_wall_hanging_sign Expected: 7232 Got: 21229
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_log_wall Expected: 7233 Got: 21230
[18:22:29] [Render thread/WARN]: Registry minecraft:block: Object did not get ID it asked for. Name: aether_redux:glacia_wood_wall Expected: 7234 Got: 21231
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:golden_swet_ball Expected: 11310 Got: 33102
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:vanilla_swet_ball Expected: 11311 Got: 33103
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:vanilla_gummy_swet Expected: 11312 Got: 33104
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blue_swet_jelly Expected: 11313 Got: 33105
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:golden_swet_jelly Expected: 11314 Got: 33106
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:vanilla_swet_jelly Expected: 11315 Got: 33107
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blueberry_pie Expected: 11316 Got: 33108
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_blueberry_pie Expected: 11317 Got: 33109
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:wyndsprout_seeds Expected: 11318 Got: 33110
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:bundle_of_wyndsprouts Expected: 11319 Got: 33111
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:wyndsprout_bagel Expected: 11320 Got: 33112
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blueberry_bagel Expected: 11321 Got: 33113
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:oatmeal Expected: 11322 Got: 33114
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:raw_gravitite Expected: 11323 Got: 33115
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:raw_valkyrum Expected: 11324 Got: 33116
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:gravitite_ingot Expected: 11325 Got: 33117
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:mykapod_shell_chunk Expected: 11326 Got: 33118
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:snailshell_shield Expected: 11327 Got: 33119
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_dart Expected: 11328 Got: 33120
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_dart_shooter Expected: 11329 Got: 33121
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_dart_shooter Expected: 11330 Got: 33122
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_ring Expected: 11331 Got: 33123
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:grand_victory_medal Expected: 11332 Got: 33124
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentry_ring Expected: 11333 Got: 33125
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shroom_ring Expected: 11334 Got: 33126
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:airbound_cape Expected: 11335 Got: 33127
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:solar_emblem Expected: 11336 Got: 33128
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:valkyrie_ring Expected: 11337 Got: 33129
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:ring_of_wisdom Expected: 11338 Got: 33130
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:mouse_ear_soup Expected: 11339 Got: 33131
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:subzero_crossbow Expected: 11340 Got: 33132
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:vanilla_swet_spawn_egg Expected: 11341 Got: 33133
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:slider_music_disc Expected: 11342 Got: 33134
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shimmercow_spawn_egg Expected: 11343 Got: 33135
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:mykapod_spawn_egg Expected: 11344 Got: 33136
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightbunny_spawn_egg Expected: 11345 Got: 33137
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blighted_spores Expected: 11346 Got: 33138
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightbunny_fang Expected: 11347 Got: 33139
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:raw_veridium Expected: 11348 Got: 33140
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_ingot Expected: 11349 Got: 33141
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_nugget Expected: 11350 Got: 33142
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_sword Expected: 11351 Got: 33143
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_pickaxe Expected: 11352 Got: 33144
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_shovel Expected: 11353 Got: 33145
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_axe Expected: 11354 Got: 33146
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:veridium_hoe Expected: 11355 Got: 33147
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_sword Expected: 11356 Got: 33148
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_pickaxe Expected: 11357 Got: 33149
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_shovel Expected: 11358 Got: 33150
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_axe Expected: 11359 Got: 33151
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:infused_veridium_hoe Expected: 11360 Got: 33152
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:cockatrice_feather Expected: 11361 Got: 33153
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:feather_of_warding Expected: 11362 Got: 33154
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:zanberry Expected: 11363 Got: 33155
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:lightroot_clump Expected: 11364 Got: 33156
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:vampire_amulet Expected: 11365 Got: 33157
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentry_chip Expected: 11366 Got: 33158
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:spear_of_the_blight Expected: 11367 Got: 33159
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:driftshale Expected: 11368 Got: 33160
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:polished_driftshale Expected: 11369 Got: 33161
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:polished_driftshale_stairs Expected: 11370 Got: 33162
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:polished_driftshale_wall Expected: 11371 Got: 33163
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:polished_driftshale_slab Expected: 11372 Got: 33164
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:divinite Expected: 11373 Got: 33165
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:divinite_stairs Expected: 11374 Got: 33166
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:divinite_wall Expected: 11375 Got: 33167
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:divinite_slab Expected: 11376 Got: 33168
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite Expected: 11377 Got: 33169
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_stairs Expected: 11378 Got: 33170
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_wall Expected: 11379 Got: 33171
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_slab Expected: 11380 Got: 33172
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_bricks Expected: 11381 Got: 33173
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_brick_stairs Expected: 11382 Got: 33174
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_brick_wall Expected: 11383 Got: 33175
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:sentrite_brick_slab Expected: 11384 Got: 33176
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:fieldsproot_petals Expected: 11385 Got: 33177
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:fieldsproot_leaves Expected: 11386 Got: 33178
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blighted_aercloud Expected: 11387 Got: 33179
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:holysilt Expected: 11388 Got: 33180
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:short_aether_grass Expected: 11389 Got: 33181
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:avelium Expected: 11390 Got: 33182
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:avelium_sprouts Expected: 11391 Got: 33183
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:avelium_roots Expected: 11392 Got: 33184
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shell_shingles Expected: 11393 Got: 33185
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shell_shingle_stairs Expected: 11394 Got: 33186
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shell_shingle_wall Expected: 11395 Got: 33187
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shell_shingle_slab Expected: 11396 Got: 33188
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_shell_shingles Expected: 11397 Got: 33189
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_shell_shingle_stairs Expected: 11398 Got: 33190
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_shell_shingle_wall Expected: 11399 Got: 33191
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:enchanted_shell_shingle_slab Expected: 11400 Got: 33192
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:cloud_cap_block Expected: 11401 Got: 33193
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:jellyshroom_jelly_block Expected: 11402 Got: 33194
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:cloudcap_spores Expected: 11403 Got: 33195
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:jellyshroom Expected: 11404 Got: 33196
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:shimmerstool Expected: 11405 Got: 33197
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:iridia Expected: 11406 Got: 33198
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:xaelia_patch Expected: 11407 Got: 33199
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:spirolyctil Expected: 11408 Got: 33200
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:golden_clover Expected: 11409 Got: 33201
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:aurum Expected: 11410 Got: 33202
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:zyatrix Expected: 11411 Got: 33203
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:daggerbloom Expected: 11412 Got: 33204
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:theratip Expected: 11413 Got: 33205
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightshade Expected: 11414 Got: 33206
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:cloudcap_mushling Expected: 11415 Got: 33207
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:lumina Expected: 11416 Got: 33208
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:coarse_aether_dirt Expected: 11417 Got: 33209
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:gilded_holystone Expected: 11418 Got: 33210
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:gilded_holystone_stairs Expected: 11419 Got: 33211
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:gilded_holystone_wall Expected: 11420 Got: 33212
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:gilded_holystone_slab Expected: 11421 Got: 33213
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightmoss_holystone Expected: 11422 Got: 33214
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightmoss_holystone_stairs Expected: 11423 Got: 33215
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightmoss_holystone_wall Expected: 11424 Got: 33216
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightmoss_holystone_slab Expected: 11425 Got: 33217
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:carved_stone_bricks Expected: 11426 Got: 33218
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:carved_stone_brick_stairs Expected: 11427 Got: 33219
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:carved_stone_brick_wall Expected: 11428 Got: 33220
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:carved_stone_brick_slab Expected: 11429 Got: 33221
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:carved_stone_pillar Expected: 11430 Got: 33222
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightwillow_leaves Expected: 11431 Got: 33223
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightwillow_sapling Expected: 11432 Got: 33224
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:crystal_sapling Expected: 11433 Got: 33225
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:crystal_fruit_sapling Expected: 11434 Got: 33226
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:purple_crystal_fruit_sapling Expected: 11435 Got: 33227
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:fieldsproot_sapling Expected: 11436 Got: 33228
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:glacia_leaves Expected: 11437 Got: 33229
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:purple_glacia_leaves Expected: 11438 Got: 33230
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:glacia_sapling Expected: 11439 Got: 33231
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:purple_glacia_sapling Expected: 11440 Got: 33232
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:wyndsprouts Expected: 11441 Got: 33233
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:skysprouts Expected: 11442 Got: 33234
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:luxweed Expected: 11443 Got: 33235
[18:22:29] [Render thread/WARN]: Registry minecraft:item: Object did not get ID it asked for. Name: aether_redux:blightmoss_block Expected: 11444 Got: 33236
